ide,ident,libelle,obs1,obs2,ident,perimetre,adr1,adr2,codepostal,ville,tel,nom1,prenom1,tel1,poste1,nbclasses,nbplaces,nbinscrits,libelle1,libelle2,pair,pairdebut,pairfin,impair,impairdebut,impairfin,ident,libelle1,motdirec,pairdebutbis,pairfinbis,impairdebutbis,impairfinbis,etablissement,rue
517,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,1450L,ALLEE CHARLES GOUNOD,GOUNOD,,,,,8,36
518,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU42,PLACE DE LA HALLE,HALLE,,,,,8,423
519,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4445S,RUE DE L HIPPODROME,HIPPODROME,,,,,8,100
520,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,2,66,P,1,25,4735G,AVENUE JEAN JAURES,JAURES,,,,,8,109
521,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,5110P,RUE LAKANAL,LAKANAL,,,,,8,116
522,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,5160U,RUE DE LOCARNO,LOCARNO,,,,,8,244
523,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,5175K,BOULEVARD LOUIS LOUCHEUR,LOUCHEUR,,,,,8,125
524,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4720R,ALLEE JEAN BAPTISTE LULLY,LULLY,,,,,8,108
525,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,6115G,ALLEE DES MARRONNIERS,MARRONNIERS,,,,,8,134
526,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4745T,PLACE JEAN MASARYK,MASARYK,,,,,8,111
527,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,6 160 F,RUE DE MONTRETOUT,MONTRETOUT,,,,,8,142
528,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,72,9998,P,55,9999,6660Z,RUE DES NOUVELLES,NOUVELLES,,,,,8,249
529,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4708C,ALLEE JACQUES OFFENBACH,OFFENBACH,,,,,8,107
530,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU17E,ALLEE DES ORANGERS,ORANGERS,,,,,8,152
531,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,9930D,ALLEE WILLIAM PENN,PENN,,,,,8,220
532,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,7225N,ALLEE DES PLATANES,PLATANES,,,,,8,169
533,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,7250R,RUE DE LA POTERIE,POTERIE,,,,,8,174
534,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,2,56,T,,,7270M,RUE DE LA PROCESSION,PROCESSION,,,,,8,243
535,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,6117J,ALLEE MAURICE RAVEL,RAVEL,,,,,8,135
536,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,1570S,CARREFOUR DE LA CROIX DU ROY,ROY,,,,,8,51
537,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,1415Y,ALLEE CAMILLE SAINT SAENS,SAINT-SAENS,,,,,8,24
538,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,8582N,SENTE DES SORBIERS,SORBIERS,,,,,8,197
539,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,9145A,ALLEE DES TILLEULS,TILLEULS,,,,,8,206
540,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,14,9998,P,11,9999,9185U,RUE DE LA TUILERIE,TUILERIE,,,,,8,209
541,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,3130M,AVENUE EDOUARD VAILLANT,VAILLANT,,,,,8,64
542,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,SU24E,ALLEE DES ACACIAS,ACACIAS,,,,,15,208
543,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,0010W,RUE DES ACQUEVILLES,ACQUEVILLES,,,,,15,246
544,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,4162J,ALLEE GEORGES BIZET,BIZET,,,,,15,90
545,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,2575J,RUE DU DOCTEUR MARC BOMBIGER,BOMBIGER,,,,,15,59
546,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,0050P,RUE ALBERT CARON,CARON,,,,,15,3
547,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,SU05E,ALLEE DES CITRONNIERS,CITRONNIERS,,,,,15,37
548,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,8127U,RUE RAYMOND COSSON,COSSON,,,,,15,183
549,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,1595U,ALLEE DES CYTISES,CYTISES,,,,,15,54
550,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,3540H,RUE DES FLEURS,FLEURS,,,,,15,73
551,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,P,2,80,S,,,3555Z,AVENUE DE LA FOUILLEUSE,FOUILLEUSE,,,,,15,75
552,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,1450L,ALLEE CHARLES GOUNOD,GOUNOD,,,,,15,36
553,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,SU42,PLACE DE LA HALLE,HALLE,,,,,15,423
554,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,4445S,RUE DE L HIPPODROME,HIPPODROME,,,,,15,100
555,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,P,2,66,P,1,25,4735G,AVENUE JEAN JAURES,JAURES,,,,,15,109
556,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,5110P,RUE LAKANAL,LAKANAL,,,,,15,116
557,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,5160U,RUE DE LOCARNO,LOCARNO,,,,,15,244
558,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,5175K,BOULEVARD LOUIS LOUCHEUR,LOUCHEUR,,,,,15,125
559,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,4720R,ALLEE JEAN BAPTISTE LULLY,LULLY,,,,,15,108
560,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,6115G,ALLEE DES MARRONNIERS,MARRONNIERS,,,,,15,134
561,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,4745T,PLACE JEAN MASARYK,MASARYK,,,,,15,111
562,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,6 160 F,RUE DE MONTRETOUT,MONTRETOUT,,,,,15,142
563,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,P,72,9998,P,55,9999,6660Z,RUE DES NOUVELLES,NOUVELLES,,,,,15,249
564,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,4708C,ALLEE JACQUES OFFENBACH,OFFENBACH,,,,,15,107
565,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,SU17E,ALLEE DES ORANGERS,ORANGERS,,,,,15,152
566,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,9930D,ALLEE WILLIAM PENN,PENN,,,,,15,220
567,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,7225N,ALLEE DES PLATANES,PLATANES,,,,,15,169
568,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,7250R,RUE DE LA POTERIE,POTERIE,,,,,15,174
569,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,P,2,56,T,,,7270M,RUE DE LA PROCESSION,PROCESSION,,,,,15,243
570,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,6117J,ALLEE MAURICE RAVEL,RAVEL,,,,,15,135
571,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,1570S,CARREFOUR DE LA CROIX DU ROY,ROY,,,,,15,51
572,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,1415Y,ALLEE CAMILLE SAINT SAENS,SAINT-SAENS,,,,,15,24
573,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,8582N,SENTE DES SORBIERS,SORBIERS,,,,,15,197
574,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,9145A,ALLEE DES TILLEULS,TILLEULS,,,,,15,206
575,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,P,14,9998,P,11,9999,9185U,RUE DE LA TUILERIE,TUILERIE,,,,,15,209
576,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,M/VAILLANT,3,10 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 00 45,FRANCOIS,Stéphanie,01 42 04 00 45,,5,150,116,Maternelle Edouard Vaillant,,T,,,T,,,3130M,AVENUE EDOUARD VAILLANT,VAILLANT,,,,,15,64
577,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU31E,RUE FRANCOIS BOUGAULT,BOUGAULT,,,,,8,279
578,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,5130L,AVENUE LEON BOURGEOIS,BOURGEOIS,,,,,8,119
579,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,9,15,0080X,BOULEVARD ARISTIDE BRIAND,BRIAND,,,,,8,7
580,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4170T,ALLEE DES GROS BUISSONS,BUISSONS,,,,,8,92
581,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,1533B,SQUARE DE LA CONCORDE,CONCORDE,,,,,8,46
582,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,3175L,AV D ESTOURNELLES DE CONSTANT,CONSTANT,,,,,8,57
583,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,8595C,RUE DU SYNDICAT DES CULTIVAT,CULTI,,,,,8,203
584,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU32E,RUE FLORENT DANCOURT,DANCOURT,,,,,8,280
585,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,82,9998,S,,,3555Z,AVENUE DE LA FOUILLEUSE,FOUILLEUSE,,,,,8,75
586,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4175Y,RUE GROTIUS,GROTIUS,,,,,8,93
587,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,68,9998,P,27,9999,4735G,AVENUE JEAN JAURES,JAURES,,,,,8,109
588,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU30E,RUE ROBERT JOYEUX,JOYEUX,,,,,8,277
589,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,3160V,AVENUE EMMANUEL KANT,KANT,,,,,8,68
590,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,5040N,RUE KELLOG,KELLOG,,,,,8,115
591,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,0060A,AVENUE ALEXANDRE MAISTRASSE,MAISTRASSE,,,,,8,5
592,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,7115U,PLACE DE LA PAIX,PAIX,,,,,8,154
